7.753284658841702592e-04,0.000000000000000000e+00,4.397106232800984671e-03,4.464938684074795834e-03,1.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00
-7.753284658841702592e-04,9.495035240328769126e-20,4.397106232800984671e-03,4.464938684074795834e-03,1.000000000000000000e+01,1.800000000000000000e+02,8.000000000000000000e+01,1.800000000000000000e+02
1.079822036287831927e-03,1.079822036287831927e-03,4.195669933686629709e-03,4.464938684074795834e-03,2.000000000000000000e+01,4.500000000000000000e+01,7.000000000000000000e+01,4.500000000000000000e+01
-1.079822036287831711e-03,1.079822036287831927e-03,4.195669933686629709e-03,4.464938684074795834e-03,2.000000000000000000e+01,1.350000000000000000e+02,7.000000000000000000e+01,1.350000000000000000e+02
-1.079822036287832144e-03,-1.079822036287831711e-03,4.195669933686629709e-03,4.464938684074795834e-03,2.000000000000000000e+01,2.250000000000000000e+02,7.000000000000000000e+01,2.250000000000000000e+02
1.079822036287831711e-03,-1.079822036287832144e-03,4.195669933686629709e-03,4.464938684074795834e-03,2.000000000000000000e+01,3.150000000000000000e+02,7.000000000000000000e+01,3.150000000000000000e+02
2.232469342037397483e-03,0.000000000000000000e+00,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00
1.116234671018698959e-03,1.933375163374317094e-03,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01
-1.116234671018698308e-03,1.933375163374317311e-03,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,1.200000000000000000e+02,6.000000000000000000e+01,1.200000000000000000e+02
-2.232469342037397483e-03,2.733986433920696300e-19,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,1.800000000000000000e+02,6.000000000000000000e+01,1.800000000000000000e+02
-1.116234671018699826e-03,-1.933375163374316877e-03,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,2.400000000000000000e+02,6.000000000000000000e+01,2.400000000000000000e+02
1.116234671018698959e-03,-1.933375163374317094e-03,3.866750326748635488e-03,4.464938684074795834e-03,3.000000000000000000e+01,3.000000000000000000e+02,6.000000000000000000e+01,3.000000000000000000e+02
2.029401598523378116e-03,2.029401598523378116e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01,4.500000000000000000e+01
1.757372604775310369e-19,2.870007264133399988e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,9.000000000000000000e+01,5.000000000000000000e+01,9.000000000000000000e+01
-2.029401598523377682e-03,2.029401598523378116e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,1.350000000000000000e+02,5.000000000000000000e+01,1.350000000000000000e+02
-2.870007264133399988e-03,3.514745209550620739e-19,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,1.800000000000000000e+02,5.000000000000000000e+01,1.800000000000000000e+02
-2.029401598523378550e-03,-2.029401598523377682e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,2.250000000000000000e+02,5.000000000000000000e+01,2.250000000000000000e+02
-5.272117814325930386e-19,-2.870007264133399988e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,2.700000000000000000e+02,5.000000000000000000e+01,2.700000000000000000e+02
2.029401598523377682e-03,-2.029401598523378550e-03,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,3.150000000000000000e+02,5.000000000000000000e+01,3.150000000000000000e+02
2.870007264133399988e-03,-7.029490419101241478e-19,3.420341467802459449e-03,4.464938684074795834e-03,4.000000000000000000e+01,3.600000000000000000e+02,5.000000000000000000e+01,3.600000000000000000e+02
3.420341467802459449e-03,0.000000000000000000e+00,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00
2.620133574979483047e-03,2.198553116400491902e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01
5.939360628825309830e-04,3.368378795441017738e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,8.000000000000000000e+01,4.000000000000000000e+01,8.000000000000000000e+01
-1.710170733901228857e-03,2.962102600734284677e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,1.200000000000000000e+02,4.000000000000000000e+01,1.200000000000000000e+02
-3.214069637862013596e-03,1.169825679040525836e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,1.600000000000000000e+02,4.000000000000000000e+01,1.600000000000000000e+02
-3.214069637862014030e-03,-1.169825679040525186e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,2.000000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+02
-1.710170733901231243e-03,-2.962102600734283810e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,2.400000000000000000e+02,4.000000000000000000e+01,2.400000000000000000e+02
5.939360628825294652e-04,-3.368378795441017738e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,2.800000000000000000e+02,4.000000000000000000e+01,2.800000000000000000e+02
2.620133574979482179e-03,-2.198553116400493203e-03,2.870007264133400422e-03,4.464938684074795834e-03,5.000000000000000000e+01,3.200000000000000000e+02,4.000000000000000000e+01,3.200000000000000000e+02
2.734205377199258342e-03,2.734205377199258342e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,4.500000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+01
6.048930188090608732e-04,3.819144213722066097e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,8.100000000000000000e+01,3.000000000000000000e+01,8.100000000000000000e+01
-1.755467913208668546e-03,3.445299768540537391e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,1.170000000000000000e+02,3.000000000000000000e+01,1.170000000000000000e+02
-3.445299768540536958e-03,1.755467913208668979e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,1.530000000000000000e+02,3.000000000000000000e+01,1.530000000000000000e+02
-3.819144213722066097e-03,-6.048930188090601142e-04,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,1.890000000000000000e+02,3.000000000000000000e+01,1.890000000000000000e+02
-2.734205377199258775e-03,-2.734205377199257908e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,2.250000000000000000e+02,3.000000000000000000e+01,2.250000000000000000e+02
-6.048930188090613069e-04,-3.819144213722065664e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,2.610000000000000000e+02,3.000000000000000000e+01,2.610000000000000000e+02
1.755467913208668112e-03,-3.445299768540537391e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,2.970000000000000000e+02,3.000000000000000000e+01,2.970000000000000000e+02
3.445299768540536958e-03,-1.755467913208669413e-03,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,3.330000000000000000e+02,3.000000000000000000e+01,3.330000000000000000e+02
3.819144213722066097e-03,6.048930188090596806e-04,2.232469342037398351e-03,4.464938684074795834e-03,6.000000000000000000e+01,3.690000000000000000e+02,3.000000000000000000e+01,3.690000000000000000e+02
4.195669933686629709e-03,0.000000000000000000e+00,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
3.529622154307444915e-03,2.268350422722212410e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,3.272727272727272663e+01,2.000000000000000000e+01,3.272727272727272663e+01
1.742944280054055210e-03,3.816515613628328630e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,6.545454545454545325e+01,2.000000000000000000e+01,6.545454545454545325e+01
-5.971060880606980821e-04,4.152964063418177268e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,9.818181818181818699e+01,2.000000000000000000e+01,9.818181818181818699e+01
-2.747579492166191475e-03,3.170875766514629629e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,1.309090909090909065e+02,2.000000000000000000e+01,1.309090909090909065e+02
-4.025715820977924554e-03,1.182056818080247547e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,1.636363636363636260e+02,2.000000000000000000e+01,1.636363636363636260e+02
-4.025715820977925422e-03,-1.182056818080246463e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,1.963636363636363740e+02,2.000000000000000000e+01,1.963636363636363740e+02
-2.747579492166192343e-03,-3.170875766514628762e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,2.290909090909090935e+02,2.000000000000000000e+01,2.290909090909090935e+02
-5.971060880606980821e-04,-4.152964063418177268e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,2.618181818181818130e+02,2.000000000000000000e+01,2.618181818181818130e+02
1.742944280054056945e-03,-3.816515613628328196e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,2.945454545454545610e+02,2.000000000000000000e+01,2.945454545454545610e+02
3.529622154307443180e-03,-2.268350422722215012e-03,1.527098968667584900e-03,4.464938684074795834e-03,7.000000000000000000e+01,3.272727272727272521e+02,2.000000000000000000e+01,3.272727272727272521e+02
3.109223634811210477e-03,3.109223634811210477e-03,7.753284658841705845e-04,4.464938684074795834e-03,8.000000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+01,4.500000000000000000e+01
1.138054836387893077e-03,4.247278471199103338e-03,7.753284658841705845e-04,4.464938684074795834e-03,8.000000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+01,7.500000000000000000e+01
-1.138054836387893511e-03,4.247278471199103338e-03,7.753284658841705845e-04,4.464938684074795834e-03,8.000000000000000000e+01,1.050000000000000000e+02,1.000000000000000000e+01,1.050000000000000000e+02
